cluster_id,cluster,keyword,search_intent,competitor_ranking_page,competitor_position,keyword_role,our_hub_url,target_type,recommended_asset,status,live_url,plan_day,published_date,cannibalization_note
C08,Small / tiny text generator (home),smalltext,informational,smalltextgen.com/,top 3,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text generator.,informational,smalltextgen.com/,top 4,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),text to small,informational,smalltextgen.com/,top 6,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny letters,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),small letter generator,commercial,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small letter font,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny font copy and paste,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),mini text generator,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small font maker,commercial,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny letters generator,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small word generator,commercial,smalltextgen.com/,top 8,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small font copy and paste,commercial,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small lettering generator,commercial,smalltextgen.com/,top 3,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text font,informational,smalltextgen.com/,top 3,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small te,informational,smalltextgen.com/,top 3,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny font copy paste,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),little font generator,informational,smalltextgen.com/,top 8,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),extremely small font generator,informational,smalltextgen.com/,top 8,blog,/,Blog post,How to Make Tiny Text: Small Letters Copy & Paste (pillar),Live,https://smalltextgen.site/guides/how-to-make-tiny-text,,,
C08,Small / tiny text generator (home),tinytext,informational,smalltextgen.com/,top 3,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),small text gen,informational,smalltextgen.com/,top 4,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),miniature text,informational,smalltextgen.com/,top 5,blog,/,Blog post,How to Make Tiny Text: Small Letters Copy & Paste (pillar),Live,https://smalltextgen.site/guides/how-to-make-tiny-text,,,
C08,Small / tiny text generator (home),small lettering font,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny letter font,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small font text,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),copy and paste small text,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),copy paste small text,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small fonts copy and paste,informational,smalltextgen.com/,top 3,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text maker,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny letters copy and paste,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),smallest letter copy and paste,informational,smalltextgen.com/,top 5,blog,/,Blog post,How to Make Tiny Text: Small Letters Copy & Paste (pillar),Live,https://smalltextgen.site/guides/how-to-make-tiny-text,,,
C08,Small / tiny text generator (home),tiny text copy and paste,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),smol text,informational,smalltextgen.com/,top 4,blog,/,Blog post,How to Make Tiny Text: Small Letters Copy & Paste (pillar),Live,https://smalltextgen.site/guides/how-to-make-tiny-text,,,
C08,Small / tiny text generator (home),small words generator,commercial,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny text gen,informational,smalltextgen.com/,top 4,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),mini text,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text genorator,informational,smalltextgen.com/,top 4,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small letters copy paste,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),little letter generator,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text font generator,commercial,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text generatr,informational,smalltextgen.com/,top 4,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tinytext generator,commercial,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),small letters to copy and paste,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text generator discord,informational,smalltextgen.com/,top 5,blog,/,Blog post,Small Text Generator for Discord (expand existing guide),Live,https://smalltextgen.site/guides/tiny-text-discord,,,
C08,Small / tiny text generator (home),very small text generator,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),super small text generator,informational,smalltextgen.com/,top 4,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),small text png,informational,smalltextgen.com/,top 5,blog,/,Blog post,Small Text as an Image (PNG) vs Unicode: When to Use Which,Live,https://smalltextgen.site/guides/small-text-png-vs-unicode,,,
C08,Small / tiny text generator (home),little letters copy and paste,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),tiny letters to copy and paste,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C08,Small / tiny text generator (home),little letters generator,informational,smalltextgen.com/,top 5,secondary,/,Money page (secondary / on-page section),HOME: /,Live,https://smalltextgen.site/,,,
C08,Small / tiny text generator (home),numbers in small font,informational,smalltextgen.com/,top 5,blog,/,Blog post,"Numbers in Small Font: Superscript, Subscript & Tiny Digits",Live,https://smalltextgen.site/guides/numbers-in-small-font,,,
C08,Small / tiny text generator (home),text small,informational,smalltextgen.com/,top 5,variant,/,Money page (misspelling / near-dupe — no separate page),HOME: /,Live,https://smalltextgen.site/,,,
C09,Invisible / blank text,blank text,informational,smalltextgen.com/invisible-text-generator/,top 2,primary,/tools/invisible,Money page (primary target),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank copy paste,informational,smalltextgen.com/invisible-text-generator/,top 3,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,invisible text generator,informational,smalltextgen.com/invisible-text-generator/,top 3,primary,/tools/invisible,Money page (primary target),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,empty text copy and paste,informational,smalltextgen.com/invisible-text-generator/,top 2,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,empty text,informational,smalltextgen.com/invisible-text-generator/,top 5,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank text copy and paste,informational,smalltextgen.com/invisible-text-generator/,top 2,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,copy paste clear,informational,smalltextgen.com/invisible-text-generator/,top 5,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank space character copy and paste,informational,smalltextgen.com/invisible-text-generator/,top 4,blog,/tools/invisible,Blog post,Blank Text to Copy & Paste: The Empty Message Character,Live,https://smalltextgen.site/guides/blank-text-copy-paste,,,
C09,Invisible / blank text,copy and paste nothing,informational,smalltextgen.com/invisible-text-generator/,top 4,blog,/tools/invisible,Blog post,Blank Text to Copy & Paste: The Empty Message Character,Live,https://smalltextgen.site/guides/blank-text-copy-paste,,,
C09,Invisible / blank text,copy blank space,commercial,smalltextgen.com/invisible-text-generator/,top 2,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank texting,informational,smalltextgen.com/invisible-text-generator/,top 2,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,copy and paste blank,informational,smalltextgen.com/invisible-text-generator/,top 5,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank caption copy paste,informational,smalltextgen.com/invisible-text-generator/,top 4,blog,/tools/invisible,Blog post,Invisible Character for Instagram Captions & Bios,Live,https://smalltextgen.site/guides/invisible-character-instagram,,,
C09,Invisible / blank text,invisible text copy paste,informational,smalltextgen.com/invisible-text-generator/,top 7,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank highlight text,informational,smalltextgen.com/invisible-text-generator/,top 6,blog,/tools/invisible,Blog post,Invisible Character for Instagram Captions & Bios,Live,https://smalltextgen.site/guides/invisible-character-instagram,,,
C09,Invisible / blank text,clear copy paste,informational,smalltextgen.com/invisible-text-generator/,top 3,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank discord copy paste,commercial,smalltextgen.com/invisible-text-generator/,top 5,blog,/tools/invisible,Blog post,Blank Space for Discord: Empty Name & Message (expand existing guide),Live,https://smalltextgen.site/guides/blank-discord-name-message,,,
C09,Invisible / blank text,hidden characters text,informational,smalltextgen.com/invisible-text-generator/,top 6,blog,/tools/invisible,Blog post,Hidden & Zero-Width Characters Explained (expand Unicode guide),Live,https://smalltextgen.site/guides/hidden-zero-width-characters,,,
C09,Invisible / blank text,copy invisible text,informational,smalltextgen.com/invisible-text-generator/,top 4,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank text to copy,informational,smalltextgen.com/invisible-text-generator/,top 3,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank space copy,commercial,smalltextgen.com/invisible-text-generator/,top 7,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank spaces copy and paste,commercial,smalltextgen.com/invisible-text-generator/,top 4,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,nothing text copy paste,informational,smalltextgen.com/invisible-text-generator/,top 3,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,invisable font,commercial,smalltextgen.com/invisible-text-generator/,top 6,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,copy paste invisible text,informational,smalltextgen.com/invisible-text-generator/,top 4,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,no font copy,commercial,smalltextgen.com/invisible-text-generator/,top 5,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,copy paste invisible,informational,smalltextgen.com/invisible-text-generator/,top 4,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,copy.paste blank,commercial,smalltextgen.com/invisible-text-generator/,top 5,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,empty message copy and paste,informational,smalltextgen.com/invisible-text-generator/,top 3,blog,/tools/invisible,Blog post,Blank Text to Copy & Paste: The Empty Message Character,Live,https://smalltextgen.site/guides/blank-text-copy-paste,,,
C09,Invisible / blank text,blank paste,commercial,smalltextgen.com/invisible-text-generator/,top 2,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,invisible words to copy and paste,informational,smalltextgen.com/invisible-text-generator/,top 3,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,invisible space copy paste,informational,smalltextgen.com/invisible-text-generator/,top 7,secondary,/tools/invisible,Money page (secondary / on-page section),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C09,Invisible / blank text,blank font copy,informational,smalltextgen.com/invisible-text-generator/,top 3,variant,/tools/invisible,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/invisible,Live,https://smalltextgen.site/tools/invisible,,,
C10,Subscript generator,subscript generator,informational,smalltextgen.com/subscript-generator/,top 4,primary,/tools/subscript,Money page (primary target),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,5,2026-09-22,
C10,Subscript generator,subscript copy and paste,informational,smalltextgen.com/subscript-generator/,top 4,secondary,/tools/subscript,Money page (secondary / on-page section),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C10,Subscript generator,subscript copy paste,informational,smalltextgen.com/subscript-generator/,top 4,secondary,/tools/subscript,Money page (secondary / on-page section),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C10,Subscript generator,subscript text generator,informational,smalltextgen.com/subscript-generator/,top 4,secondary,/tools/subscript,Money page (secondary / on-page section),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C10,Subscript generator,subscript paste,commercial,smalltextgen.com/subscript-generator/,top 5,variant,/tools/subscript,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C10,Subscript generator,superscript and subscript generator,informational,smalltextgen.com/subscript-generator/,top 1,secondary,/tools/subscript,Money page (secondary / on-page section),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,DUPLICATE: mapped to both /tools/superscript and /tools/subscript. Owner = /tools/superscript; subscript page links to it for combined queries.
C10,Subscript generator,subscript 1 copy and paste,informational,smalltextgen.com/subscript-generator/,top 7,blog,/tools/subscript,Blog post,Subscript Numbers: Chemistry & Math Formulae (expand existing guide),Live,https://smalltextgen.site/guides/subscript-numbers-chemistry,,,
C10,Subscript generator,subscript numbers copy paste,informational,smalltextgen.com/subscript-generator/,top 5,blog,/tools/subscript,Blog post,Subscript Numbers: Chemistry & Math Formulae (expand existing guide),Live,https://smalltextgen.site/guides/subscript-numbers-chemistry,,,
C10,Subscript generator,subscript and superscript generator,informational,smalltextgen.com/subscript-generator/,top 3,secondary,/tools/subscript,Money page (secondary / on-page section),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,DUPLICATE: mapped to both /tools/superscript and /tools/subscript. Owner = /tools/superscript; subscript page links to it for combined queries.
C10,Subscript generator,unicode subscript generator,commercial,smalltextgen.com/subscript-generator/,top 4,secondary,/tools/subscript,Money page (secondary / on-page section),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C10,Subscript generator,subscribt generator,informational,smalltextgen.com/subscript-generator/,top 4,variant,/tools/subscript,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C10,Subscript generator,subtext generator,informational,smalltextgen.com/subscript-generator/,top 6,variant,/tools/subscript,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/subscript,Live,https://smalltextgen.site/tools/subscript,,,
C11,Cursive font generator,cursive font text generator,informational,smalltextgen.com/cursive-font-generator/,top 6,primary,/tools/cursive,Money page (primary target),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,cursive fonts copy,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,convert to cursive,informational,smalltextgen.com/cursive-font-generator/,top 3,blog,/tools/cursive,Blog post,Convert Text to Cursive: Copy & Paste Cursive Fonts (pillar),Live,https://smalltextgen.site/guides/convert-text-to-cursive,,,
C11,Cursive font generator,copy paste cursive font,informational,smalltextgen.com/cursive-font-generator/,top 8,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,cursive fancy text generator,informational,smalltextgen.com/cursive-font-generator/,top 3,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,fancy text generator cursive,commercial,smalltextgen.com/cursive-font-generator/,top 2,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,cursive font converter,informational,smalltextgen.com/cursive-font-generator/,top 3,blog,/tools/cursive,Blog post,Convert Text to Cursive: Copy & Paste Cursive Fonts (pillar),Live,https://smalltextgen.site/guides/convert-text-to-cursive,,,
C11,Cursive font generator,text in cursive font,informational,smalltextgen.com/cursive-font-generator/,top 4,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,copy and paste fonts cursive,informational,smalltextgen.com/cursive-font-generator/,top 7,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,convert into cursive,informational,smalltextgen.com/cursive-font-generator/,top 4,blog,/tools/cursive,Blog post,Convert Text to Cursive: Copy & Paste Cursive Fonts (pillar),Live,https://smalltextgen.site/guides/convert-text-to-cursive,,,
C11,Cursive font generator,fancy cursive fonts generator,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,change font cursive,informational,smalltextgen.com/cursive-font-generator/,top 6,blog,/tools/cursive,Blog post,Convert Text to Cursive: Copy & Paste Cursive Fonts (pillar),Live,https://smalltextgen.site/guides/convert-text-to-cursive,,,
C11,Cursive font generator,cursive fonts to copy,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,font change cursive,informational,smalltextgen.com/cursive-font-generator/,top 4,blog,/tools/cursive,Blog post,Convert Text to Cursive: Copy & Paste Cursive Fonts (pillar),Live,https://smalltextgen.site/guides/convert-text-to-cursive,,,
C11,Cursive font generator,cute cursive font generator,informational,smalltextgen.com/cursive-font-generator/,top 6,blog,/tools/cursive,Blog post,Cute & Aesthetic Cursive Fonts for Bios,Live,https://smalltextgen.site/guides/aesthetic-cursive-fonts,,,
C11,Cursive font generator,cursive font keyboard,informational,smalltextgen.com/cursive-font-generator/,top 4,blog,/tools/cursive,Blog post,Cursive Font Keyboard: Type Script Text on Phone & PC,Live,https://smalltextgen.site/guides/cursive-font-keyboard,,,
C11,Cursive font generator,fancy cursive fonts to copy and paste,informational,smalltextgen.com/cursive-font-generator/,top 7,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,cursive fonts to copy and paste,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,copy paste cursive fonts,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,simple cursive font generator,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,beautiful cursive fonts generator,informational,smalltextgen.com/cursive-font-generator/,top 7,blog,/tools/cursive,Blog post,Cute & Aesthetic Cursive Fonts for Bios,Live,https://smalltextgen.site/guides/aesthetic-cursive-fonts,,,
C11,Cursive font generator,cursive generator copy paste,informational,smalltextgen.com/cursive-font-generator/,top 7,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,cursive font generator copy paste,informational,smalltextgen.com/cursive-font-generator/,top 7,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,thin cursive font generator,informational,smalltextgen.com/cursive-font-generator/,top 4,blog,/tools/cursive,Blog post,Thin & Simple Cursive Fonts (minimal script styles),Live,https://smalltextgen.site/guides/thin-cursive-fonts,,,
C11,Cursive font generator,in cursive text,commercial,smalltextgen.com/cursive-font-generator/,top 6,variant,/tools/cursive,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,cursive font change,informational,smalltextgen.com/cursive-font-generator/,top 3,blog,/tools/cursive,Blog post,Convert Text to Cursive: Copy & Paste Cursive Fonts (pillar),Live,https://smalltextgen.site/guides/convert-text-to-cursive,,,
C11,Cursive font generator,cursive front generator,commercial,smalltextgen.com/cursive-font-generator/,top 6,variant,/tools/cursive,Money page (misspelling / near-dupe — no separate page),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C11,Cursive font generator,copy and paste cursive fonts,informational,smalltextgen.com/cursive-font-generator/,top 6,secondary,/tools/cursive,Money page (secondary / on-page section),TOOL: /tools/cursive,Live,https://smalltextgen.site/tools/cursive,,,
C12,Tiny text generator (2nd page),small text creator,informational,smalltextgen.com/tiny-text-generator/,top 7,primary,/tools/tiny (NEW),Money page (primary target),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),tiny letters copy and paste,informational,smalltextgen.com/tiny-text-generator/,top 5,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),tiny letter copy and paste,informational,smalltextgen.com/tiny-text-generator/,top 7,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),small text copy paste,commercial,smalltextgen.com/tiny-text-generator/,top 6,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),really tiny text,informational,smalltextgen.com/tiny-text-generator/,top 6,blog,/tools/tiny (NEW),Blog post,Small Text vs Tiny Text vs Superscript: Which Is Actually Smallest?,Live,https://smalltextgen.site/guides/smallest-text-style-compared,,,
